,0,1,2,3,4,5,6,7,8
Start,2015-01-01 00:00:00+00:00,2017-11-09 00:00:00+00:00,2017-11-09 00:00:00+00:00,2020-08-20 00:00:00+00:00,2020-09-29 00:00:00+00:00,2020-02-07 00:00:00+00:00,2021-04-14 00:00:00-04:00,2015-01-02 00:00:00-05:00,2015-01-02 00:00:00-05:00
End,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-29 00:00:00-04:00,2025-08-29 00:00:00-04:00,2025-08-29 00:00:00-04:00
Duration,3895 days 00:00:00,2852 days 00:00:00,2852 days 00:00:00,1837 days 00:00:00,1797 days 00:00:00,2032 days 00:00:00,1598 days 00:00:00,3891 days 23:00:00,3891 days 23:00:00
Exposure Time [%],99.2299794661191,96.03925692253767,97.26603575184016,90.36996735582154,95.99555061179088,97.78652238071815,23.614895549500453,97.42633345766505,98.50801939574787
Equity Final [$],0.92877314560836,3.3169644092834787,39.29940934788182,2.08614808572382,11.721592652002977,1.7438521646813905,0.0,0.14428033726557293,0.5494129217802832
Equity Peak [$],13.477647565813754,115.56063431023192,1069.305892126632,10.794200748253935,511.72810589373387,10.0,20.18730461380111,10.0,10.328902953631365
Commissions [$],11.785136726757969,53.50277283312991,357.605211961083,3.7151842253563045,270.1649447363834,7.5389209035559075,1.9640099382198333,6.549801839553799,7.276378550263729
Return [%],-90.7122685439164,-66.83035590716521,292.99409347881823,-79.1385191427618,17.21592652002977,-82.56147835318609,-100.0,-98.55719662734428,-94.50587078219718
Buy & Hold Return [%],46377.660913494845,840.9737562831218,41335.81966686376,-19.449594866183695,327.5619409916039,119.11660402324851,17.86972725172415,35903.55756374108,774.9716223305309
Return (Ann.) [%],-19.9598751802319,-13.16681460707576,19.136017113268288,-26.74591159729217,3.277214265934969,-26.915977354791277,0.0,-32.86096659029162,-23.869781914024312
Volatility (Ann.) [%],56.8422175692485,76.24716477067079,132.0470902450996,73.0120754301051,149.20236585824014,12.33123037084336,174.7911763419119,34.347635701148214,21.28646599973277
CAGR [%],-19.96445022349618,-13.17111296614385,19.143331573069865,-26.758321715604804,3.2790675589835727,-26.927254169848236,-100.0,-24.00050654697172,-17.12761366038018
Sharpe Ratio,-0.3511452584677158,-0.1726859568703662,0.14491812790231812,-0.3663217548567866,0.021964894772839656,-2.182748723795875,0.0,-0.9567169885056485,-1.12135954903571
Sortino Ratio,-0.4447648765944118,-0.24904963312205608,0.3324386886701117,-0.44729992601751634,0.04859375589508277,-1.987643167244097,0.0,-0.942263030050971,-1.179924588815765
Calmar Ratio,-0.20684054675407387,-0.13448425005617032,0.19715281302323004,-0.2874009665357487,0.03354041606462134,-0.3247530190496003,0.0,-0.3328745432089305,-0.2516669378478688
Alpha [%],1130.3038844904631,-30.826929062042396,-6827.101452196855,-80.90810182455861,-8.840279583669883,-90.97821933722754,,-5666.798168452106,58.03955246913381
