,0,1,2,3,4,5,6,7,8
Start,2015-01-01 00:00:00+00:00,2017-11-09 00:00:00+00:00,2017-11-09 00:00:00+00:00,2020-08-20 00:00:00+00:00,2020-09-29 00:00:00+00:00,2020-02-07 00:00:00+00:00,2021-04-14 00:00:00-04:00,2015-01-02 00:00:00-05:00,2015-01-02 00:00:00-05:00
End,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-29 00:00:00-04:00,2025-08-29 00:00:00-04:00,2025-08-29 00:00:00-04:00
Duration,3895 days 00:00:00,2852 days 00:00:00,2852 days 00:00:00,1837 days 00:00:00,1797 days 00:00:00,2032 days 00:00:00,1598 days 00:00:00,3891 days 23:00:00,3891 days 23:00:00
Exposure Time [%],36.75564681724846,22.502628811777075,17.10480196284613,16.811751904243742,28.865406006674082,68.81455976389572,18.34695731153497,25.66206639313689,47.333084669899286
Equity Final [$],51.51982850791107,1.241281569287958,0.5670111032795238,2.3322180313468253,23.65741432232344,2.123503822132343,3.956587344429433,0.40584640789958404,1.3045869848103597
Equity Peak [$],100.83743805870527,10.756645508024443,11.882538636476,10.291482863262361,50.70514374252774,10.0,11.275628409319552,10.563883817112306,10.328901612822678
Commissions [$],124.16790622979086,6.467369666122201,8.048850487669192,6.692968645605807,27.89182609744478,7.965681940433573,5.184040774916043,9.24668988822545,10.246389720283101
Return [%],415.19828507911075,-87.58718430712042,-94.32988896720475,-76.67781968653176,136.5741432232344,-78.76496177867656,-60.43412655570567,-95.94153592100415,-86.95413015189641
Buy & Hold Return [%],46377.660913494845,840.9737562831218,41335.81966686376,-19.449594866183695,327.5619409916039,119.11660402324851,17.86972725172415,35903.55312768409,774.9713704766109
Return (Ann.) [%],16.600903216084674,-23.427321522643695,-30.730810616379976,-25.105802513876828,19.101328271547867,-24.285213940592065,-19.121398357816922,-26.006551644826736,-17.423003077628586
Volatility (Ann.) [%],45.93264388206333,28.07874122871811,19.988163951127895,23.34424356180273,70.6590500636265,10.547725914339617,20.28966410733411,17.113448953773798,14.862113294909696
CAGR [%],16.605501089427555,-23.434487924172352,-30.73972784271919,-25.117587893417404,19.112914500804678,-24.295579178453018,-13.603003965673244,-18.736979872534597,-12.354856350283727
Sharpe Ratio,0.36141841211468595,-0.8343437240228889,-1.537450397721292,-1.0754600999347208,0.2703309520061147,-2.3024123055355803,-0.9424206461311059,-1.5196557815478722,-1.172309935464965
Sortino Ratio,0.6976977324001824,-0.9127539385915366,-1.4406995638549778,-1.118671900189198,0.6632168967722736,-2.099133686348237,-1.0280457953622961,-1.5603078395215735,-1.2935435774743043
Calmar Ratio,0.2885280827254084,-0.25676644784799235,-0.32270704428767305,-0.3246228663028792,0.3486098708027323,-0.306807053321968,-0.2930845633079427,-0.27045597391728154,-0.19941734304134098
